Loading mpi version 2021.6.0
===================================================================================
SLURM Job ID:            7343279
Submit time:             Tue Apr 14 02:39:07 BST 2026 (Unix Epoch time: 1776130747)
Start time:              Tue Apr 14 02:39:08 BST 2026 (Unix Epoch time: 1776130748)
No. nodes:               1
No. tasks:               40
Job name:                Assignment4LatticeSweep
Account:                 teaching
QoS:                     teaching
Partition (queue):       teaching
Submit directory:        /users/gmb22123/PH510/Assignment4
Script name:             /users/gmb22123/PH510/Assignment4/jobscript.sh
Master node:             wee08
Nodes used:              wee08
Task distribution:       
===================================================================================

T=2.17, E=-1.33, M=0.05, E2=1.78, Cv=6.26
T=2.24, E=-1.28, M=0.07, E2=1.64, Cv=4.57
T=2.31, E=-1.23, M=0.04, E2=1.50, Cv=3.08
T=2.38, E=-1.18, M=0.05, E2=1.38, Cv=2.08
T=2.45, E=-1.12, M=0.04, E2=1.26, Cv=1.45
T=2.52, E=-1.07, M=0.04, E2=1.15, Cv=1.05
T=2.59, E=-1.03, M=0.03, E2=1.06, Cv=0.81
T=2.66, E=-0.99, M=0.03, E2=0.97, Cv=0.62
T=2.72, E=-0.95, M=0.03, E2=0.90, Cv=0.70
T=2.79, E=-0.91, M=0.02, E2=0.83, Cv=0.55
T=2.86, E=-0.87, M=0.02, E2=0.77, Cv=0.49
T=2.93, E=-0.85, M=0.02, E2=0.72, Cv=0.46
T=3.00, E=-0.82, M=0.02, E2=0.67, Cv=0.41
Ising Model - Lattice Size: 128, Number of processors: 40 ---------------------------------------
Ising Model - Lattice Size: 128, Timing: 158.00 seconds. -------------
T=0.50, E=-1.53, M=0.07, E2=2.35, Cv=5.37
T=0.53, E=-1.50, M=0.00, E2=2.25, Cv=4.56
T=0.57, E=-1.49, M=0.16, E2=2.24, Cv=5.45
T=0.60, E=-1.48, M=0.02, E2=2.20, Cv=5.40
T=0.64, E=-1.46, M=0.03, E2=2.13, Cv=4.04
T=0.67, E=-1.43, M=0.01, E2=2.04, Cv=3.22
T=0.71, E=-1.41, M=0.08, E2=1.99, Cv=2.78
T=0.74, E=-1.39, M=0.07, E2=1.95, Cv=3.49
T=0.78, E=-1.37, M=0.03, E2=1.88, Cv=2.85
T=0.81, E=-1.34, M=0.06, E2=1.82, Cv=3.04
T=0.84, E=-1.31, M=0.11, E2=1.72, Cv=2.41
T=0.88, E=-1.29, M=0.04, E2=1.68, Cv=2.78
T=0.91, E=-1.25, M=0.02, E2=1.58, Cv=2.28
T=0.95, E=-1.24, M=0.10, E2=1.55, Cv=2.00
T=0.98, E=-1.20, M=0.08, E2=1.45, Cv=1.57
T=1.02, E=-1.18, M=0.04, E2=1.40, Cv=1.93
T=1.05, E=-1.14, M=0.00, E2=1.31, Cv=1.75
T=1.09, E=-1.11, M=0.06, E2=1.23, Cv=1.37
T=1.12, E=-1.08, M=0.05, E2=1.16, Cv=1.44
T=1.16, E=-1.04, M=0.07, E2=1.09, Cv=1.52
T=1.19, E=-1.01, M=0.00, E2=1.03, Cv=1.18
T=1.22, E=-0.98, M=0.03, E2=0.96, Cv=1.40
T=1.26, E=-0.95, M=0.06, E2=0.90, Cv=1.02
T=1.29, E=-0.93, M=0.06, E2=0.88, Cv=1.13
T=1.33, E=-0.89, M=0.02, E2=0.80, Cv=0.94
T=1.36, E=-0.87, M=0.03, E2=0.76, Cv=0.81
T=1.40, E=-0.85, M=0.01, E2=0.73, Cv=0.87
T=1.43, E=-0.83, M=0.01, E2=0.69, Cv=0.76
T=1.47, E=-0.80, M=0.00, E2=0.65, Cv=0.66
T=1.50, E=-0.78, M=0.04, E2=0.61, Cv=0.72
XY Model - Lattice Size: 16, Number of processors: 40------------------------------------------
XY Model - Lattice Size: 16, Timing: 7.25 seconds ------------------------
T=0.50, E=-1.53, M=0.01, E2=2.35, Cv=17.48
T=0.53, E=-1.51, M=0.03, E2=2.30, Cv=14.95
T=0.57, E=-1.49, M=0.06, E2=2.24, Cv=12.08
T=0.60, E=-1.47, M=0.03, E2=2.17, Cv=12.80
T=0.64, E=-1.45, M=0.04, E2=2.11, Cv=10.46
T=0.67, E=-1.43, M=0.01, E2=2.06, Cv=9.29
T=0.71, E=-1.41, M=0.06, E2=2.00, Cv=7.94
T=0.74, E=-1.39, M=0.07, E2=1.94, Cv=6.57
T=0.78, E=-1.36, M=0.01, E2=1.86, Cv=6.14
T=0.81, E=-1.34, M=0.03, E2=1.80, Cv=5.95
T=0.84, E=-1.31, M=0.01, E2=1.73, Cv=5.34
T=0.88, E=-1.28, M=0.01, E2=1.65, Cv=4.66
T=0.91, E=-1.26, M=0.02, E2=1.59, Cv=3.61
T=0.95, E=-1.23, M=0.03, E2=1.51, Cv=3.97
T=0.98, E=-1.20, M=0.03, E2=1.43, Cv=3.04
T=1.02, E=-1.17, M=0.02, E2=1.37, Cv=3.24
T=1.05, E=-1.14, M=0.00, E2=1.29, Cv=2.32
T=1.09, E=-1.10, M=0.01, E2=1.20, Cv=1.93
T=1.12, E=-1.08, M=0.01, E2=1.16, Cv=1.99
T=1.16, E=-1.05, M=0.05, E2=1.10, Cv=1.84
T=1.19, E=-1.01, M=0.00, E2=1.03, Cv=1.40
T=1.22, E=-0.98, M=0.02, E2=0.97, Cv=1.42
T=1.26, E=-0.95, M=0.01, E2=0.91, Cv=1.15
T=1.29, E=-0.93, M=0.01, E2=0.86, Cv=1.07
T=1.33, E=-0.89, M=0.02, E2=0.80, Cv=0.96
T=1.36, E=-0.87, M=0.02, E2=0.75, Cv=0.89
T=1.40, E=-0.84, M=0.01, E2=0.71, Cv=0.82
T=1.43, E=-0.82, M=0.00, E2=0.68, Cv=0.83
T=1.47, E=-0.80, M=0.01, E2=0.64, Cv=0.77
T=1.50, E=-0.77, M=0.01, E2=0.60, Cv=0.59
XY Model - Lattice Size: 32, Number of processors: 40------------------------------------------
XY Model - Lattice Size: 32, Timing: 28.42 seconds ------------------------
T=0.50, E=-1.53, M=0.02, E2=2.35, Cv=59.12
T=0.53, E=-1.51, M=0.02, E2=2.29, Cv=51.51
T=0.57, E=-1.49, M=0.01, E2=2.24, Cv=45.15
T=0.60, E=-1.48, M=0.01, E2=2.18, Cv=42.87
T=0.64, E=-1.46, M=0.02, E2=2.12, Cv=37.01
T=0.67, E=-1.43, M=0.01, E2=2.06, Cv=31.02
T=0.71, E=-1.41, M=0.02, E2=2.01, Cv=27.17
T=0.74, E=-1.39, M=0.01, E2=1.94, Cv=24.02
T=0.78, E=-1.37, M=0.00, E2=1.87, Cv=20.90
T=0.81, E=-1.34, M=0.00, E2=1.79, Cv=19.66
T=0.84, E=-1.31, M=0.00, E2=1.73, Cv=15.89
T=0.88, E=-1.28, M=0.01, E2=1.65, Cv=14.90
T=0.91, E=-1.26, M=0.01, E2=1.59, Cv=12.57
T=0.95, E=-1.23, M=0.01, E2=1.52, Cv=11.60
T=0.98, E=-1.20, M=0.01, E2=1.44, Cv=9.15
T=1.02, E=-1.17, M=0.00, E2=1.37, Cv=8.19
T=1.05, E=-1.14, M=0.01, E2=1.29, Cv=6.65
T=1.09, E=-1.11, M=0.01, E2=1.22, Cv=5.20
T=1.12, E=-1.08, M=0.01, E2=1.16, Cv=4.21
T=1.16, E=-1.04, M=0.01, E2=1.08, Cv=3.37
T=1.19, E=-1.01, M=0.01, E2=1.03, Cv=2.90
T=1.22, E=-0.98, M=0.01, E2=0.97, Cv=2.13
T=1.26, E=-0.95, M=0.01, E2=0.91, Cv=1.81
T=1.29, E=-0.92, M=0.01, E2=0.86, Cv=1.74
T=1.33, E=-0.90, M=0.01, E2=0.81, Cv=1.30
T=1.36, E=-0.87, M=0.00, E2=0.76, Cv=1.17
T=1.40, E=-0.84, M=0.00, E2=0.71, Cv=0.88
T=1.43, E=-0.82, M=0.02, E2=0.67, Cv=0.88
T=1.47, E=-0.80, M=0.00, E2=0.63, Cv=0.79
T=1.50, E=-0.77, M=0.00, E2=0.60, Cv=0.82
XY Model - Lattice Size: 64, Number of processors: 40------------------------------------------
XY Model - Lattice Size: 64, Timing: 109.52 seconds ------------------------
T=0.50, E=-1.53, M=0.00, E2=2.35, Cv=234.75
T=0.53, E=-1.51, M=0.00, E2=2.29, Cv=203.91
T=0.57, E=-1.50, M=0.01, E2=2.24, Cv=174.07
T=0.60, E=-1.48, M=0.00, E2=2.19, Cv=150.90
T=0.64, E=-1.45, M=0.01, E2=2.12, Cv=132.09
T=0.67, E=-1.44, M=0.00, E2=2.07, Cv=118.57
T=0.71, E=-1.41, M=0.00, E2=2.00, Cv=106.08
T=0.74, E=-1.39, M=0.00, E2=1.93, Cv=91.42
T=0.78, E=-1.37, M=0.00, E2=1.87, Cv=81.29
